id,kaynak,chunk_idx,soru,cevap,tip,baglam
1566681_c0009_163,1566681.pdf,9,Araçlar 7 ne kadar?,52.398.342,sayısal,"Araçlar
7
52.398.342
49.699.285
Dönem Karı Vergi Yükümlülüğü
27
1.024.913.998
1.361.145.123
Kısa Vadeli Karşılıklar
282.111.846
226.362.377
Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli 
Karşılıklar
17
29.368.954
20.642.169
Diğer Kısa Vadeli Karşılıklar
15
252.742.892
205.720.208
Diğer Kısa Vad"
1109581_c0013_545,1109581.pdf,13,Duran Varlıkların Elden Çıkarılmasından Kaynaklanan Kayıplar (Kazançlar) ile İlgili Düzeltmeler,"33 -43.381, 33 -57.613",sayısal,"meler
35
-371.403
1.853.162
Duran Varlıkların Elden Çıkarılmasından Kaynaklanan 
Kayıplar (Kazançlar) İle İlgili Düzeltmeler
33
-43.381
-57.613
İştirak, İş ortaklığı ve Finansal Yatırımların Elden 
Çıkarılmasından veya Paylarındaki Değişim Sebebi ile 
Oluşan Kayıplar (Kazançlar) ile İlgili Düzeltmel"
1509641_c0004_193,1509641.pdf,4,Nasıl değişti net varlıklar?,Net varlıklar 110.269.160 TL arttı.,sayısal,"ğına dair herhangi bir hususa rastlanmamıştır.

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1.000 TL
Finansal Tablo "
1564378_c0000_100,1564378.pdf,0,"Yönetim Kurulu'na 01/01/2025–31/12/2025 hesap dönemine ait tam set konsolide finansal tablolarını denetlemiş olduğumuzdan, bu hesap dönemine ilişkin yıllık faaliyet raporunu da denetlemiş bulunuyoruz.",Tutarlı ve gerçeği yansıtan bir şekilde denetlenmiştir.,özet,"31.12.2025 Faaliyet Raporu
ENERJİSA ENERJİ A.Ş.
Faaliyet Raporu (Konsolide)
2025 - 4. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Özet Bilgi
KAP'ta yayınlanma tarihi ve saati: 02.03.2026 21:25:48
https://www.kap.org.tr/tr/Bildirim/1564378

Bağımsız Denetim Kuruluşu
DRT BAĞIMSIZ DENETİM VE SERBEST M"
1480002_c0011_112,1480002.pdf,11,Neden arttı/azaldı? Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmeler?,"Muhasebe Politikalarindeki Değişiklikler, şirketin mali durumunu etkileyen faktörler arasında yer aldı.",neden,"ararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kardan Ayrılan Kısıtlanmış Yedekler
Birikmiş Karlar
Yeniden Değerleme ve Ölçüm Kazanç / Kayıpları
Riskten Korunma Kazanç / Kayıpları
Yeniden Değerleme ve Sınıflandırma Kazanç / Kayıpları
Geçmiş Yıllar Kar / Zararları
Net"
1511858_c0011_172,1511858.pdf,11,4.253.751 228.702.256 rakamlarının ne anlama gelir?,"Bu rakamlar, şirketin 2025 yılı için açıklanan bakiyeler ve geliri temsil eder.",sayısal,"4.253.751 228.702.256
Özkaynaklar Değişim Tablosu
Özkaynaklar Değişim Tablosu
Dönem Başı Bakiyeler
592.105
15.063.431
2.608.929
-425.433
23.308.433
-64.613.304
6.771.829
105.654.026
16.452.768
105.412.784
107.526.174 212.938.958
Muhasebe Politikalarındaki Değişikliklere İlişkin 
Düzeltmeler
Muhasebe"
1475249_c0000_822,1475249.pdf,0,"30 Haziran 2025 tarihi itibarıyla hazırlanan ara dönem faaliyet raporunda yer alan konsolide finansal bilgilerin, sınırlı denetimden geçmiş ve 8 Ağustos 2025 tarihli sınırlı denetim raporuna konu olan ara dönem özet konsolide finansal tablolar ile tutarlı olup olmadığının açıklanmasıdır.",Tutarlı olup olmadığının açıklanmasıdır.,neden,"1 Ocak 2025 - 30 Haziran 2025 Dönemi Faaliyet Raporu
EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR 
SANAYİ VE TİCARET A.Ş.
Faaliyet Raporu (Konsolide)
2025 - 2. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Özet Bilgi
KAP'ta yayınlanma tarihi ve saati: 08.08.2025 19:13:58
https://www.kap.org.tr/tr"
1507407_c0012_809,1507407.pdf,12,Dönem Sonu Bakiyeler ne kadardir?,"363.281, 330.200, 76.811 ve -702.329",tarih,"ikliklerine Bağlı 
Artış/Azalış
Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan 
İşlemler
Pay Sahiplerinin Diğer Katkıları
Nakit Akış Riskinden Korunma Kazançları (Kayıpları
) Kaleminden Çıkarılan ve Finansal Olmayan 
Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer
Riskinden Korunma Muhasebesi Uygula"
1475250_c0008_822,1475250.pdf,8,Nasıl değişti Kullandırma Garantili Kredi Tahsis Taahhütleri?,Kullandırma Garantili Kredi Tahsis Taahhütleri 614.735'e yükseldi.,karşılaştırma,"r
0
0
0
0
0
0
Diğer Garantilerimizden
0
62.946
62.946
0
49.294
49.294
Diğer Kefaletlerimizden
242.466
0
242.466
178.212
0
178.212
TAAHHÜTLER
(Beşinci Bölüm-III) (1)
15.545.953
11.227.391
26.773.344
11.042.295
1.341.379
12.383.674
Cayılamaz Taahhütler
15.501.453
11.227.391
26.728.844
10.997.795
1.341"
1468852_c0001_543,1468852.pdf,1,"Ara dönem konsolide olmayan finansal bilgilere ilişkin sınırlı denetim, denetim Bağımsız Denetçi Görüşü'nün kapsamına kıyasla önemli ölçüde dar bir kapsama sahiptir?","Evet, ara dönem finansal bilgilerin sınırlı denetiminin kapsamı, Bağımsız Denetim Standartlarına uygun olarak yapılan ve amacı finansal tablolar hakkında bir görüş bildirmek olan bağımsız denetimin kapsamına kıyasla önemli ölçüde dar bir kapsama sahiptir.",karşılaştırma,"e dayanarak söz konusu ara dönem 
konsolide olmayan finansal bilgilere ilişkin bir sonuç bildirmektir.
Sınırlı Denetimin Kapsamı
Yaptığımız sınırlı denetim, Sınırlı Bağımsız Denetim Standardı (SBDS) 2410 ""Ara 
Dönem Finansal Bilgilerin, İşletmenin Yıllık Finansal Tablolarının Bağımsız 
Denetimini Yü"
1475240_c0007_792,1475240.pdf,7,Neden arttı/azaldı? Faiz (Gelirleri) ve Giderleri İle İlgili Düzeltmeler?,"-Faiz (Gelirleri) ve Giderleri ile ilgili düzeltmeler, şirketin geliri ve giderlerinin dengelenmesinde bir etkisi oluşturdu. Bu durum, şirketin genel performansı üzerinde olumsuz etkiler yaratmıştır.",neden,"lerden Dönem Karı (Zararı)
1.929.482
196.426
Dönem Net Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler
-1.519.617
438.762
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
13, 14, 15
407.225
407.336
Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler
4.826
4.260
Stok Değer Düşüklüğü (İptali) ile İlgili D"
1563181_c0018_668,1563181.pdf,18,Net Parasal Pozisyon Kazançları (Kayıpları) 2024 yılında ne kadar oldu?,210.341,sayısal,"lıkların Gerçeğe Uygun Değer Farkı Kar veya Zarara 
Yansıtılan Olarak Sınıflandırılmasından Kazançlar (Kayıplar)
0
0
Risk Pozisyonlarını Netleştiren Kalemler Grubuna Yönelik 
Finansal Riskten Korunma Kazançları (Kayıpları)
0
0
FİNANSMAN GELİRİ (GİDERİ) ÖNCESİ FAALİYET KARI (ZARARI)
-189.217
355.076
"
1468852_c0019_354,1468852.pdf,19,4.200.000 ile 11.880 arasındaki fark ne?,Bu iki rakam arasında 4.187.120 fark var.,sayısal,"KLER
Dönem Başı Bakiyeler
4.200.000
11.880
0
772.554
23.175.310
-2.759.912
2.482.140 0 33.869.258
-1.268.121
-11.095.837 0 188.327.757 92.211.288
0 329.926.317
0 329.926.317
TMS 8 Uyarınca Yapılan Düzeltmeler
0
0
0
0
0
0
0 0
0
0
0 0
0
0
0
0
0
0
Hataların Düzeltilmesinin Etkisi
0
0
0
0
0
0
0 0
0
0
0 "
1113258_c0009_536,1113258.pdf,9,Yatırım Faaliyetlerinden Gelirler ne kadar idi?,"31, 299.711",sayısal,"ole Tabi Teşebbüs veya İşletmeleri İçeren 
Birleşmelerin Etkisi
76.811
76.811
Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon 
Değerleme Fonu
-653.444
-239.240
Kar veya Zararda Yeniden Sınıflandırılmayacak 
Birikmiş Diğer Kapsamlı Gelirler (Giderler)
21.314.584
12.339.952
Yeniden Değerleme ve Ölç"
1117262_c0012_703,1117262.pdf,12,Finansman Gelirleri ne kadar oldu?,181.822,sayısal,"rar ve Diğer Kapsamlı Gelir Tablosu
KAR VEYA ZARAR KISMI
Hasılat
20
1.541.476
766.766
Satışların Maliyeti
20
-362.638
-142.733
TİCARİ FAALİYETLERDEN BRÜT KAR (ZARAR)
1.178.838
624.033
BRÜT KAR (ZARAR)
1.178.838
624.033
Genel Yönetim Giderleri
21
-229.061
-98.204
Pazarlama Giderleri
21
-247.476
-143."
1509279_c0004_140,1509279.pdf,4,Nakit Akış Tablosu (Dolaylı Yöntem) ile ilgili nakit akışı ne kadar oldu?,345.621.262,sayısal,"
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
TL
Finansal Tablo Niteliği
Konsolide Olmayan
Dipnot Referansı
Cari Dönem
01.01.2025 - 30.09.2025
Önceki Dönem
01.01.2024 - 30.09.20"
1511858_c0002_729,1511858.pdf,2,Uzun Vadeli Karşılıkların toplamı ne kadar?,1.595.669,sayısal,"231.405
4.511.274
Finansal Durum Tablosu (Bilanço)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1511858_c0004_211,1511858.pdf,4,Genel Yönetim Giderleri 2022 yılında ne kadar oldu?,-17.473.896,sayısal,"ans Sektörü Faaliyetleri Hasılatı
0
FİNANS SEKTÖRÜ FAALİYETLERİNDEN BRÜT KAR (ZARAR)
0
BRÜT KAR (ZARAR)
70.368.109
94.767.606
27.821.389
34.236.728
Genel Yönetim Giderleri
-13.354.541
-17.473.896
-4.206.283
-5.503.436
Pazarlama Giderleri
-34.480.148
-44.906.258
-11.560.832
-14.965.283
Esas Faaliyetl"
1471462_c0006_365,1471462.pdf,6,107.087.825.224 ile 89.267.931.589 arasında olan total varlıklar toplanımı nedir?,107.087.825.224,sayısal," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1467371_c0003_729,1467371.pdf,3,İlişkili Olmayan Taraflardan Other Debtler ne kadar?,869.887,sayısal,"er Dönen Varlıklar
654.252
451.110
İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar
13
654.252
451.110
ARA TOPLAM
19.297.663
13.053.314
TOPLAM DÖNEN VARLIKLAR
19.297.663
13.053.314
DURAN VARLIKLAR
Ticari Alacaklar
1.053
1.229
İlişkili Olmayan Taraflardan Ticari Alacaklar
6
1.053
1.229
Diğer Alacak"
1549019_c0010_977,1549019.pdf,10,Maddi Varlıklar değer düşüklüğü karşılığı ne kadar?,-423.626.597,sayısal,"ar Sermaye Taahhütleri (-)
0
0
Müşterek Yönetime Tabi Teşebbüsler
0
0
Müşterek Yönetime Tabi Teşebbüsler Sermaye 
Taahhütleri (-)
0
0
Finansal Varlıklar Ve Riski Sigortalılara Ait Finansal 
Yatırımlar
0
0
Diğer Finansal Varlıklar
0
0
Finansal Varlıklar Değer Düşüklüğü Karşılığı (-)
0
0
MADDİ VARLIKL"
1477170_c0007_861,1477170.pdf,7,Ticari Borçlardaki artış (azalış) ile İlgili Düzeltmelerde net artış ne oldu?,-57.966,sayısal,"ler
636
66
Alacaklarda Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
8
636
66
Karşılıklar İle İlgili Düzeltmeler
57.330
68.343
Çalışanlara Sağlanan Faydalara İlişkin Karşılıklar (
İptali) ile İlgili Düzeltmeler
16
57.330
68.343
Faiz (Gelirleri) ve Giderleri İle İlgili Düzeltmeler
99.067
215.196
F"
1505620_c0001_173,1505620.pdf,1,Diğer Çeşitli Alacaklar Reeskontu (-) ne kadar?,730.218.897,sayısal,"05.278.041
Sigortacılık Faaliyetlerinden Alacaklar
12
31.969.574.558
17.138.282.361
Sigortacılık Faaliyetlerinden Alacaklar Karşılığı (-)
12
-169.788.614
-87.576.453
Reasürans Faaliyetlerinden Alacaklar
12
1.818.712.041
1.950.445.023
Reasürans Faaliyetlerinden Alacaklar Karşılığı (-)
0
0
Sigorta Ve "
1598445_c0007_761,1598445.pdf,7,FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net) ne kadar?,0,sayısal,"ER FARKI KAR ZARARA YANSITILAN 
FİNANSAL YÜKÜMLÜLÜKLER
2.3.3.2
0
64.458.409
64.458.409
0
65.340.537
65.340.537
TÜREV FİNANSAL YÜKÜMLÜLÜKLER
2.2
29.982.907
5.716.979
35.699.886
14.607.734
5.343.331
19.951.065
Türev Finansal Yükümlülüklerin Gerçeğe Uygun Değer 
Farkı Kar Zarara Yansıtılan Kısmı
29.575"
1552589_c0019_577,1552589.pdf,19,Net Faaliyet Giderleri ne kadar oldu?,165.311.594,sayısal,"lardan Alınan Faizler
27.172.418
4.308.110
Para Piyasası İşlemlerinden Alınan Faizler
2.538.296
4.999.786
Menkul Değerlerden Alınan Faizler
84.498.994
81.439.323
Gerçeğe Uygun Değer Farkı Kar Zarara Yansıtılanlar
1.365.546
1.048.052
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılanlar
33.8"
1471459_c0005_914,1471459.pdf,5,Bağlı Menkul Kıymetler'ün değerindeki değişim nedir?,8.944.000.000 - 6.815.500.000 = 1.128.500.000,sayısal,"RLIKLAR
9
6.815.500.000
8.944.000.000
Bağlı Menkul Kıymetler
0
0
İştirakler
9
6.815.500.000
8.944.000.000
İştirakler Sermaye Taahhütleri (-)
0
0
Bağlı Ortaklıklar
0
0
Bağlı Ortaklıklar Sermaye Taahhütleri (-)
0
0
Müşterek Yönetime Tabi Teşebbüsler
0
0
Müşterek Yönetime Tabi Teşebbüsler Sermaye 
Taah"
1508070_c0006_359,1508070.pdf,6,Dönem karının peşin ödenen vergi ve diğer yükümlülükleri ne kadar?,-1.232.988.693,sayısal,"167.261.893
3.258.795.586
Dönem Karının Peşin Ödenen Vergi ve Diğer 
Yükümlülükleri (-)
19
-1.232.988.693
-2.340.895.465
Diğer Vergi ve Benzeri Yükümlülük Karşılıkları
0
0
DİĞER RİSKLERE İLİŞKİN KARŞILIKLAR
0
0
Kıdem Tazminatı Karşılığı
0
0
Sosyal Yardım Sandığı Varlık Açıkları Karşılığı
0
0
Maliyet"
1566046_c0000_680,1566046.pdf,0,2025 yılına ilişkin yearly financial report'un denetimi nasıl yapılmıştır?,Bağımsız Denetim Kuruluşu tarafından sürekli denetimle yapılmıştır.,sayısal,"Garanti Bankası 2025 Entegre Faaliyet Raporu
TÜRKİYE GARANTİ BANKASI A.Ş.
Faaliyet Raporu (Konsolide)
2025 - 4. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Özet Bilgi
KAP'ta yayınlanma tarihi ve saati: 04.03.2026 19:46:11
https://www.kap.org.tr/tr/Bildirim/1566046

Bağımsız Denetim Kuruluşu
GÜNEY B"
1505620_c0009_492,1505620.pdf,9,Dönem 3'te Kazanılmış Primler (Reasürör Payı Düşülmüş Olarak) toplamı ne kadar oldu?,43.333.297.215 + 30.889.576.024 + 15.673.383.408 + 11.335.219.361 = 101.452.476.204,karşılaştırma,"Dönem 3 
Aylık
01.07.2024 - 
30.09.2024
Gelir Tablosu
I-TEKNİK BÖLÜM
HAYAT DIŞI TEKNİK GELİR
60.194.040.454
42.972.225.627
20.721.415.097
15.919.992.490
Kazanılmış Primler (Reasürör Payı Düşülmüş Olarak)
5
43.333.297.215
30.889.576.024
15.673.383.408
11.335.219.361
Yazılan Primler (Reasürör Payı Düş"
1551576_c0017_997,1551576.pdf,17,20.963 milyarın üzerinde olan menkul kıymet satışı taahhütlerinden alacaklar ne kadar?,0,sayısal,"rinden Kaynaklanan Vergi ve Fon 
Yükümlülükleri
20.963
0
20.963
5.575
0
5.575
Kredi Kartı Harcama Limit Taahhütleri
1.274.624.608
0
1.274.624.608
752.010.443
0
752.010.443
Kredi Kartları ve Bankacılık Hizmetlerine İlişkin 
Promosyon Uygulama Taahhütleri
672.825
0
672.825
492.036
0
492.036
Açığa Menk"
1565260_c0003_815,1565260.pdf,3,Bağımsız Denetçinin yearly faaliyet raporu bağımsız denetimine ilişkin sorumlulukları ne nedir?,"TTK hükümleri, 1 Kasım 2006 tarihli ve 26333 sayılı Resmi Gazete'de yayımlanan Bankalarca Yıllık Faaliyet Raporunun Hazırlanmasına ve Yayımlanmasına İlişkin Usul ve Esaslar Hakkında Yönetmelik",neden,"ıyan olaylar,
- Grup'un araştırma ve geliştirme çalışmaları,
 
- Yönetim Kurulu üyeleri ile üst düzey yöneticilere ödenen ücret, prim, ikramiye 
gibi mali menfaatler, ödenekler, yolculuk, konaklama ve temsil giderleri, ayni ve 
nakdî imkânlar, sigortalar ve benzeri teminatlar
- 1 Kasım 2006 tarihli "
1565981_c0016_194,1565981.pdf,16,DİĞER KAPSAMLI GELİR (GİDER) ne kadar oldu?,-1.766.092 TL,sayısal,"
Vergi Etkisi
3.796
590.204
Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma 
Kazançları (Kayıpları), Vergi Etkisi
577.322
252.767
Opsiyonların Zaman Değerindeki Değişikliklere İlişkin Diğer 
Kapsamlı Gelir, Vergi Etkisi
-38.171
-874.324
DİĞER KAPSAMLI GELİR (GİDER)
-1.766.092
-5.595.351
TO"
1598259_c0010_352,1598259.pdf,10,Bu dönemde menkul değerler alımı nasıldı?,12.522.122,sayısal,"936.512
12.936.512
0
12.522.122
12.522.122
Menkul Değerler Alım Opsiyonları
675.650
0
675.650
1.128.775
0
1.128.775
Menkul Değerler Satım Opsiyonları
1.848.868
0
1.848.868
1.460.923
0
1.460.923
Futures Para İşlemleri
44.347.606
38.096.737
82.444.343
29.100.580
26.150.916
55.251.496
Futures Para Alım"
1557008_c0019_484,1557008.pdf,19,İhraç edilen menkul kıymetlere verilen faizler ne kadar oldu?,"V-IV-2: -28.626.194, -18.650.766",sayısal,"4.264
1.247.584
FAİZ GİDERLERİ (-)
V-IV-2
-879.240.237
-637.991.017
Mevduata Verilen Faizler
V-IV-2
-729.776.334
-555.572.727
Kullanılan Kredilere Verilen Faizler
V-IV-2
-29.988.981
-25.089.393
Para Piyasası İşlemlerine Verilen Faizler
-89.766.213
-36.442.472
İhraç Edilen Menkul Kıymetlere Verilen F"
1551576_c0004_956,1551576.pdf,4,Krediler ve alacaklara ilişkin TFRS 9 çerçevesinde yer alan dipnotları kontrol ettiğiniz hangi finansal tabloları?,Banka'nın konsolide olmayan finansal tablolarda,tarih,"lmiştir.
Modelin uygulanmasını sağlayan ilgili girdileri ve 
beklenen kredi zararı hesaplamasının her aşamasının 
matematiksel bütünlüğü test edilmiştir.
Banka yönetimi ile yapılan görüşmeler çerçevesinde 
değer düşüklüğü hesaplamalarına dayanak oluşturan 
temel varsayım ve tüm diğer yargıların maku"
1599060_c0004_519,1599060.pdf,4,Dönem Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler ne kadar oldu?,-26.123.952,tarih,"9
Dönem Karı (Zararı)
-26.123.952
-23.266.599
Dönem Net Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler
241.602.741
19.297.070
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
5,6,7,8
8.326.355
8.430.409
Karşılıklar İle İlgili Düzeltmeler
3.502.716
714.100
Çalışanlara Sağlanan Faydalara İlişkin Karş"
1480002_c0014_506,1480002.pdf,14,Nasıl değişti bakiye tutarları?,Bakiye tutarı 51.131 ile 4.387.491 arasında değişti.,karşılaştırma,"asebesi Uygulanan Kesin 
Taahhüdün Başlangıç Maliyetine veya Defter 
Değerine Dahil Edilen Tutar
Diğer Değişiklikler Nedeni İle Artış (Azalış)
Dönem Sonu Bakiyeler
388.080
6.745.515
-492.509
51.131
-125.203
4.387.491
9.166.577
921.295
21.042.377
18.298.721 39.341.098"
1556746_c0019_806,1556746.pdf,19,Önceki Dönemle karşılaştırma,"Önceki Dönemle karşılaştırma: Maddi Olunan Duran Varlıklar Yeniden Değerleme azalışı 0, kar ve zarar tablosunun azalışı 1.057.529 TL",karşılaştırma,"Azalışları)
969.620
867.490
Maddi Olmayan Duran Varlıklar Yeniden Değerleme 
Artışları (Azalışları)
0
0
Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (
Kayıpları)
8.788
-201.769
Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak
Diğer Kapsamlı Gelir Unsurları
0
-47.454
Kar veya Zararda Y"
1508070_c0001_283,1508070.pdf,1,Sigortalılara Krediler (İkrazlar) Karşılığı ne oldu?,0,sayısal,"aliyetlerinden Alacaklar
12
16.769.065.798
13.746.815.331
Sigortacılık Faaliyetlerinden Alacaklar Karşılığı (-)
2.21,12
-198.788.934
-216.362.128
Reasürans Faaliyetlerinden Alacaklar
12
2.939.988.037
2.419.965.690
Reasürans Faaliyetlerinden Alacaklar Karşılığı (-)
0
0
Sigorta Ve Reasürans Şirketleri"
1474006_c0004_234,1474006.pdf,4,Genel Yönetim Giderleri'ne ait rakam ne kadar?,18,sayısal,"19.501.008
BRÜT KAR (ZARAR)
339.969.192
432.995.838
137.163.103
219.501.008
Genel Yönetim Giderleri
18
-264.861.507
-230.838.232
-119.259.835
-115.156.707
Pazarlama Giderleri
18
-27.918.107
-27.846.411
-12.143.320
-12.496.875
Esas Faaliyetlerden Diğer Gelirler
20
68.030.655
56.358.392
33.530.484
28."
1598897_c0013_260,1598897.pdf,13,Dönem Karı (Zararı) için ne kadar olan kar payı avansı yapıldı?,0,sayısal,"
2.724 40.013
1.231
332.426
118.208 450.634 911.222
34 911.256
Muhasebe Politikalarındaki Değişikliklere İlişkin 
Düzeltmeler
0
Muhasebe Politikalarındaki Zorunlu Değişikliklere 
İlişkin Düzeltmeler
0
Muhasebe Politikalarındaki Gönüllü Değişikliklere 
İlişkin Düzeltmeler
0
Hatalara İlişkin Düzeltmel"
1477828_c0002_287,1477828.pdf,2,Cari Dönem Vergisiyle İlgili Varlıklar ne kadar?,1.504.344,sayısal,"evduatlar
3.284.579
2.403.336
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan 
Finansal Varlıklar
45.893.657
43.872.518
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak 
Ölçülen Diğer Finansal Varlıklar
7
45.893.657
43.872.518
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılan Finansal Var"
1477063_c0013_623,1477063.pdf,13,Dönem sonuna kadar olan bakiyeler ne kadar oldu?,54.726.177.480,tarih,"ı ile 
Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı 
Artış/Azalış
0
Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan 
İşlemler
0
Pay Sahiplerinin Diğer Katkıları
0
Nakit Akış Riskinden Korunma Kazançları (Kayıpları
) Kaleminden Çıkarılan ve Finansal Olmayan 
Varlığın (Yükümlülüğün) veya Gerçeğe Uygun"
1510212_c0006_371,1510212.pdf,6,Faaliyetlerle İlgili Diğer Alacaklardaki Azalış (Artış) ile İlgili Düzeltmeler ne kadar oldu?,-439.540,sayısal,"derleri ile İlgili Düzeltmeler
123.661
266.047
Gerçekleşmemiş Yabancı Para Çevrim Farkları İle İlgili 
Düzeltmeler
207.533
222.144
Gerçeğe Uygun Değer Kayıpları (Kazançları) İle İlgili 
Düzeltmeler
4.156
-1.859
Türev Finansal Araçların Gerçeğe Uygun Değer 
Kayıpları (Kazançları) ile İlgili Düzeltmel"
1561039_c0014_609,1561039.pdf,14,4.318.827,Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler,sayısal,".698.580
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
11-12-13
5.548.597
4.318.827
Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler
503.012
-174.937
Alacaklarda Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
6
-10.059
-57.851
Stok Değer Düşüklüğü (İptali) ile İlgili Düzeltmeler
9
513.071
-117.0"
